gene_name	gene_id	cgnc	mirbase
gene-MTTPL	769580	55368	NA
gene-SGPL1	423714	52033	NA
gene-PCBD1	395729	20211	NA
gene-UNC5B	423716	52034	NA
gene-SLC29A3	423717	3390	NA
gene-CDH23	423718	3445	NA
gene-C6H10orf54	769500	3462	NA
gene-LOC423719	423719	52035	NA
gene-PSAP	395602	49395	NA
gene-CHST3	396018	49608	NA
gene-AIFM2	423720	3545	NA
gene-H2AFY2	423721	3559	NA
gene-LOC101749404	101749404	68875	NA
gene-LOC112532616	112532616	NA	NA
gene-LOC112532639	112532639	NA	NA
gene-LOC112532623	112532623	NA	NA
gene-LOC112532620	112532620	NA	NA
gene-LOC112532638	112532638	NA	NA
gene-LOC101751918	101751918	71333	NA
gene-LOC107050073	107050073	73088	NA
gene-LOC112532646	112532646	NA	NA
gene-LOC112532640	112532640	NA	NA
gene-LOC107053660	107053660	76651	NA
gene-LOC112532624	112532624	NA	NA
gene-LOC112532630	112532630	NA	NA
gene-LOC112532628	112532628	NA	NA
gene-LOC112532635	112532635	NA	NA
gene-LOC112532619	112532619	NA	NA
gene-LOC112532627	112532627	NA	NA
gene-LOC112532625	112532625	NA	NA
gene-LOC112532633	112532633	NA	NA
gene-LOC112532618	112532618	NA	NA
gene-ZCCHC24	423722	3567	NA
gene-LOC107053651	107053651	76642	NA
gene-PPIF	423723	52036	NA
gene-ZMIZ1	423724	3600	NA
gene-MIR1590	100315874	60734	MI0007317
gene-LOC101750098	101750098	69554	NA
gene-LOC107053652	107053652	76643	NA
gene-RPS24	423726	3616	NA
gene-POLR3A	423727	52037	NA
gene-DLG5	423728	3697	NA
gene-LOC112532710	112532710	NA	NA
gene-KCNMA1	374065	49029	NA
gene-LOC107053653	107053653	76644	NA
gene-C6H10orf11	770056	3706	NA
gene-ZNF503	770136	3710	NA
gene-LOC112532693	112532693	NA	NA
gene-LOC101750459	101750459	69909	NA
gene-COMTD1	423730	3716	NA
gene-VDAC2	395498	49348	NA
gene-SAMD8	428946	3719	NA
gene-DUSP13L	100857573	65455	NA
gene-LOC423731	423731	52038	NA
gene-LOC112532652	112532652	NA	NA
gene-DUSP13	423732	3729	NA
gene-DUPD1	423733	3730	NA
gene-KAT6B	423734	16923	NA
gene-LOC107053654	107053654	76645	NA
gene-ADK	423735	3760	NA
gene-AP3M1	423736	52039	NA
gene-VCL	396422	3778	NA
gene-LOC112532648	112532648	NA	NA
gene-PLAU	396424	3784	NA
gene-CAMK2G	423737	3786	NA
gene-LOC107053655	107053655	76646	NA
gene-NDST2	423738	3802	NA
gene-LOC107053656	107053656	76647	NA
gene-ZSWIM8	423739	3823	NA
gene-MIR1624	100315877	60737	MI0007353
gene-LOC112532649	112532649	NA	NA
gene-NTL	423740	52040	NA
gene-CHCHD1	423741	22856	NA
gene-FUT11	395071	49162	NA
gene-SEC24C	423742	3857	NA
gene-SYNPO2L	423743	3876	NA
gene-LOC112532650	112532650	NA	NA
gene-MYOZ1	423744	3889	NA
gene-USP54	423746	3894	NA
gene-PPP3CB	378890	49128	NA
gene-LOC107053678	107053678	76668	NA
gene-ANXA7	423747	3945	NA
gene-LOC107053677	107053677	76667	NA
gene-EIF3F	423748	3965	NA
gene-SORBS1	423749	3990	NA
gene-PDLIM1	428948	4041	NA
gene-HELLS	423750	4060	NA
gene-LOC423752	423752	52041	NA
gene-ZP4	395692	4069	NA
gene-RP11-400G3.5	100858007	65060	NA
gene-CYP2C45	414833	49926	NA
gene-TLL2	107053676	4111	NA
gene-LOC101747619	101747619	67117	NA
gene-TM9SF3	395460	4123	NA
gene-LOC107053675	107053675	76666	NA
gene-PIK3AP1	374268	4133	NA
gene-NOLC1	423755	4150	NA
gene-UGT8L	428949	53517	NA
gene-ELOVL3	770955	66657	NA
gene-PITX3	423756	4177	NA
gene-GBF1	423758	4197	NA
gene-TMEM150A	423759	4206	NA
gene-NFKB2	386574	49153	NA
gene-MIR3537	100498695	61478	MI0015390
gene-PSD	423760	4233	NA
gene-LOC107053674	107053674	76665	NA
gene-FBXL15	428951	4236	NA
gene-CUEDC2	423761	4238	NA
gene-LOC107053673	107053673	76664	NA
gene-LOC101749795	101749795	69255	NA
gene-TRNAE-UUC-3	112532739	NA	NA
gene-PAX2	395574	4240	NA
gene-MIR6577	102466685	71930	MI0022395
gene-LOC107053672	107053672	76663	NA
gene-LOC107053671	107053671	76662	NA
gene-HIF1AN	428952	4248	NA
gene-NDUFB8	423763	4254	NA
gene-SEC31B	423764	4268	NA
gene-WNT8B	428953	53518	NA
gene-LOC107053670	107053670	76661	NA
gene-SCD	395706	4280	NA
gene-PKD2L1	428954	4298	NA
gene-LOC112532676	112532676	NA	NA
gene-ABCG2	423767	4322	NA
gene-BLOC1S2	423768	4323	NA
gene-CYP2C23b	414841	49930	NA
gene-LOC107053668	107053668	76659	NA
gene-CYP2C23a	414746	49920	NA
gene-LOC107053667	107053667	76658	NA
gene-LOC101749984	101749984	69440	NA
gene-LOC107053681	107053681	76671	NA
gene-ALOX5	423769	4373	NA
gene-MARCH8	423770	4380	NA
gene-ZFAND4	423771	4400	NA
gene-WASHC2C	423772	52044	NA
gene-LOC100858647	100858647	64448	NA
gene-MSMB	101750594	14335	NA
gene-NPY4R	428955	4425	NA
gene-ANXA8	423774	52045	NA
gene-ANTXRL	423775	52046	NA
gene-ZNF488	428956	4469	NA
gene-RBP3	395553	4472	NA
gene-GDF2	396412	4475	NA
gene-GDF10	423776	4479	NA
gene-LOC112532708	112532708	NA	NA
gene-FRMPD2	423777	52047	NA
gene-MAPK8	423778	4584	NA
gene-ARHGAP22	423779	4605	NA
gene-WDFY4	423781	22870	NA
gene-LRRC18	101751830	62322	NA
gene-VSTM4	423782	4633	NA
gene-C10orf128	423783	52049	NA
gene-C6H10ORF71	423784	22872	NA
gene-DRGX	771373	4674	NA
gene-LOC112532694	112532694	NA	NA
gene-ERCC6	423785	4695	NA
gene-LOC107053680	107053680	76670	NA
gene-CXCL12	395180	66195	NA
gene-TMEM72	100859699	66157	NA
gene-LOC107053666	107053666	76657	NA
gene-LOC100859732	100859732	63417	NA
gene-LIPML5	428958	53520	NA
gene-ANKRD22	771419	66664	NA
gene-LIPML4	423786	52050	NA
gene-STAMBPL1	100859108	66087	NA
gene-ACTA2	423787	52051	NA
gene-FAS	395274	4779	NA
gene-LOC112532651	112532651	NA	NA
gene-LOC107053664	107053664	76655	NA
gene-CH25H	423788	4780	NA
gene-LIPA	423789	4801	NA
gene-IFIT5	423790	52052	NA
gene-SLC16A12	423791	4837	NA
gene-PANK1	423792	4846	NA
gene-MIR107	777819	59104	MI0001215
gene-KIF20B	423793	54416	NA
gene-HTR7	423794	4883	NA
gene-LOC112532657	112532657	NA	NA
gene-RPP30	423795	4889	NA
gene-ANKRD1	378926	4894	NA
gene-PCGF5	423796	4902	NA
gene-LOC107053662	107053662	76653	NA
gene-HECTD2	427031	1257	NA
gene-PPP1R3C	425328	52422	NA
gene-TNKS2	374253	49102	NA
gene-KIF20BL	768380	52053	NA
gene-LOC112532654	112532654	NA	NA
gene-LOC112532653	112532653	NA	NA
gene-LOC112532732	112532732	NA	NA
gene-LOC112532677	112532677	NA	NA
gene-LOC112532706	112532706	NA	NA
gene-LOC101751938	101751938	71352	NA
gene-LOC112532688	112532688	NA	NA
gene-LOC107049636	107049636	72652	NA
gene-LOC112532696	112532696	NA	NA
gene-LOC107056551	107056551	79503	NA
gene-FGFBP3	101751656	71075	NA
gene-DD1CR	428961	53521	NA
gene-TBC1D12	768541	4929	NA
gene-MIR6657	102465385	71813	MI0022477
gene-NOC3L	423799	4921	NA
gene-PLCE1	425224	29	NA
gene-LOC112532697	112532697	NA	NA
gene-SLC35G1	423800	4966	NA
gene-LGI1	423802	66461	NA
gene-FRA10AC1	423803	4994	NA
gene-PDE6C	395834	49504	NA
gene-RBP4A	396166	49682	NA
gene-FFAR4	428963	53522	NA
gene-MYOF	423805	5063	NA
gene-CEP55	423804	5010	NA
gene-LOC112532682	112532682	NA	NA
gene-CYP26A1	408183	5082	NA
gene-CYP26C1	423806	52055	NA
gene-EXOC6	423807	52056	NA
gene-LOC107053706	107053706	76694	NA
gene-LOC112532698	112532698	NA	NA
gene-HHEX	396182	66222	NA
gene-KIF11	423809	5124	NA
gene-IDE	423814	5184	NA
gene-MARCH5	423815	5196	NA
gene-LOC107053705	107053705	76693	NA
gene-CPEB3	423816	5218	NA
gene-LOC101750135	101750135	69591	NA
gene-BTAF1	423817	5235	NA
gene-LOC107053702	107053702	76690	NA
gene-DUSP11RC1I	423818	14317	NA
gene-LOC112532705	112532705	NA	NA
gene-CCNJ	423821	5248	NA
gene-ZNF518A	428964	5256	NA
gene-LOC100859611	100859611	63535	NA
gene-BLNK	395733	5261	NA
gene-DNTT	396351	5270	NA
gene-HS3ST1L	423822	52058	NA
gene-LOC101750724	101750724	70167	NA
gene-MIR202	777897	59178	MI0003699
gene-LOC101750658	101750658	70104	NA
gene-LOC107053700	107053700	76688	NA
gene-KNDC1	423824	5286	NA
gene-ADGRA1L	423825	5319	NA
gene-LOC428967	428967	53523	NA
gene-ENTPD1	423826	52059	NA
gene-CPN1	769143	5352	NA
gene-DNMBP	423827	52060	NA
gene-ABCC2	423828	5587	NA
gene-CUTC	423829	5603	NA
gene-COX15	423830	5628	NA
gene-ATP6V0E2	769770	14310	NA
gene-ENTPD7	430337	16622	NA
gene-SLC25A28	423832	5640	NA
gene-NKX2-3	107053698	49532	NA
gene-GOT1	396261	5645	NA
gene-CNNM1	423833	5649	NA
gene-HPSE2	423834	5665	NA
gene-HPS1	429879	13076	NA
gene-LOXL4	769927	9897	NA
gene-R3HCC1L	423835	16615	NA
gene-CRTAC1	425346	52426	NA
gene-GOLGA7B	423837	52061	NA
gene-SFRP5	423838	5672	NA
gene-ZFYVE27	423839	5682	NA
gene-MARVELD1	100858221	64857	NA
gene-AVPI1	101747531	67030	NA
gene-PI4K2A	425291	4610	NA
gene-MORN4	425290	4614	NA
gene-HOGA1	770036	4604	NA
gene-ANKRD2	423841	5688	NA
gene-UBTD1	431558	1911	NA
gene-MMS19	423842	5715	NA
gene-ZDHHC16	423843	5728	NA
gene-EXOSC1	423844	14307	NA
gene-PGAM1	428969	53524	NA
gene-RRP12	423845	5736	NA
gene-MIR6604	102465351	71779	MI0022423
gene-ARHGAP19	423846	52062	NA
gene-SLIT1	395293	49247	NA
gene-LCOR	423847	16580	NA
gene-PPRC1	423848	14304	NA
gene-LDB1	395952	49571	NA
gene-PROM1L	423849	52063	NA
gene-HPS6	770328	14303	NA
gene-C6H10orf76	423850	5780	NA
gene-KCNIP2	374098	5788	NA
gene-MGEA5	423851	52064	NA
gene-NPM3	770430	5822	NA
gene-FGF8	396313	49748	NA
gene-FBXW4	770459	5832	NA
gene-POLL	423853	5862	NA
gene-DPCD	423852	52065	NA
gene-MIR1674	100315777	60637	MI0007408
gene-LOC107053695	107053695	76684	NA
gene-SLC2A9L	428971	53525	NA
gene-BTRC	423854	5914	NA
gene-LOC107053713	107053713	76700	NA
gene-LOC107053694	107053694	76683	NA
gene-LOC107053712	107053712	76699	NA
gene-LBX1	100431103	61460	NA
gene-TLX1	395868	5922	NA
gene-KAZALD1	423856	5927	NA
gene-SFXN3	428972	16552	NA
gene-PDZD7	428974	14297	NA
gene-LZTS2	428973	53526	NA
gene-TWNK	425626	13117	NA
gene-MRPL43	100858689	64407	NA
gene-SEMA4G	423857	5940	NA
gene-SLF2	423858	6073	NA
gene-MIR146B	777893	59174	MI0003695
gene-LOC107053690	107053690	76679	NA
gene-MFSD13A	423861	6083	NA
gene-ACTR1A	423862	52067	NA
gene-SUFU	374118	6132	NA
gene-LOC107053691	107053691	76680	NA
gene-TRIM8	423864	6135	NA
gene-ARL3	423865	6092	NA
gene-SFXN2	423866	6149	NA
gene-WBP1L	423867	6154	NA
gene-CYP17A1	425056	52327	NA
gene-BORCS7	423869	6159	NA
gene-AS3MT	423870	6165	NA
gene-CNNM2	428975	6187	NA
gene-NT5C2	423871	6204	NA
gene-INA	101747308	66813	NA
gene-PCGF6	770712	6236	NA
gene-TAF5	423872	52068	NA
gene-USMG5	423873	52069	NA
gene-PDCD11	423874	6260	NA
gene-CALHM2	770753	6265	NA
gene-CALHM1	428977	6266	NA
gene-CALHM3	428978	6268	NA
gene-NEURL1	423875	6274	NA
gene-SH3PXD2A	423876	52070	NA
gene-STN1	423877	6293	NA
gene-SLK	423878	6304	NA
gene-COL17A1	396503	6309	NA
gene-SFR1	770846	6351	NA
gene-CFAP43	423879	52071	NA
gene-GSTO1	423881	52072	NA
gene-ITPRIP	428979	6374	NA
gene-CFAP58	423882	6379	NA
gene-LOC107053685	107053685	76674	NA
gene-SORCS3	423884	6394	NA
gene-SORCS1	423885	6419	NA
gene-XPNPEP1	423886	6466	NA
gene-ADD3	373892	48944	NA
gene-MXI1	423888	6492	NA
gene-SMNDC1	423889	6496	NA
gene-LOC101749148	101749148	68622	NA
gene-DUSP5	423890	6509	NA
gene-SMC3	395188	6512	NA
gene-RBM20	423892	16458	NA
gene-LOC107053739	107053739	76726	NA
gene-LOC107053740	107053740	76727	NA
gene-PDCD4	374191	6604	NA
gene-BBIP1	100858359	64722	NA
gene-LOC423893	423893	52075	NA
gene-SHOC2	423894	6658	NA
gene-ADRA2A	428980	53527	NA
gene-LOC112532709	112532709	NA	NA
gene-LOC107053737	107053737	76724	NA
gene-LOC107053738	107053738	76725	NA
gene-LOC107053736	107053736	76723	NA
gene-LOC101749898	101749898	69355	NA
gene-LOC112532655	112532655	NA	NA
gene-GPAM	423895	6675	NA
gene-TECTB	396320	6680	NA
gene-ACSL5	423896	52076	NA
gene-ZDHHC6	423897	6735	NA
gene-VTI1A	770885	6744	NA
gene-LOC107053735	107053735	76722	NA
gene-TCF7L2	395508	49355	NA
gene-LOC112532720	112532720	NA	NA
gene-LOC101750184	101750184	69639	NA
gene-HABP2	423898	6762	NA
gene-NRAP	423899	52077	NA
gene-CASP7	423901	6784	NA
gene-LOC112532669	112532669	NA	NA
gene-PLEKHS1	101750407	69857	NA
gene-DCLRE1A	423902	6788	NA
gene-NHLRC2	423903	6795	NA
gene-LOC107053733	107053733	76720	NA
gene-LOC107053734	107053734	76721	NA
gene-ADRB1	101750705	53529	NA
gene-CCDC186	423905	6803	NA
gene-TDRD1	423906	6814	NA
gene-VWA2	423907	6822	NA
gene-AFAP1L2	423908	6837	NA
gene-LOC107053732	107053732	76719	NA
gene-ABLIM1	423911	6882	NA
gene-FAM160B1	423912	6914	NA
gene-TRUB1	423914	6919	NA
gene-MIR1815	100315756	60616	MI0007369
gene-LOC101751655	101751655	71074	NA
gene-ATRNL1	423915	6963	NA
gene-GFRA1	395994	49595	NA
gene-CCDC172	771350	6981	NA
gene-LOC771362	771362	72015	NA
gene-PNLIPRP3	771374	72016	NA
gene-PNLIP	423916	52079	NA
gene-HSPA12A	423917	7025	NA
gene-ENO4	423918	52080	NA
gene-SHTN1	423919	52081	NA
gene-VAX1	395582	49384	NA
gene-LOC107053730	107053730	76717	NA
gene-KCNK18	771448	7038	NA
gene-SLC18A2	423921	52082	NA
gene-LOC112532729	112532729	NA	NA
gene-PDZD8	428984	7063	NA
gene-LOC107053729	107053729	76716	NA
gene-LOC107053728	107053728	76715	NA
gene-LOC101747677	101747677	67173	NA
gene-LOC101747620	101747620	67118	NA
gene-EMX2	423923	7069	NA
gene-LOC107053727	107053727	76714	NA
gene-LOC112532731	112532731	NA	NA
gene-LOC107053726	107053726	76713	NA
gene-LOC101747954	101747954	67445	NA
gene-LOC107053725	107053725	76712	NA
gene-RAB11FIP2	423924	7071	NA
gene-LOC107053724	107053724	76711	NA
gene-LOC107053723	107053723	76710	NA
gene-FAM204A	423925	7074	NA
gene-LOC112532675	112532675	NA	NA
gene-PRLHR	428985	53530	NA
gene-CACUL1	423926	7079	NA
gene-LOC112532714	112532714	NA	NA
gene-NANOS1	100857342	65670	NA
gene-EIF3A	423927	7090	NA
gene-LOC112532736	112532736	NA	NA
gene-LOC112532737	112532737	NA	NA
gene-FAM45A	423928	52084	NA
gene-SFXN4	771604	7108	NA
gene-PRDX3	428986	7123	NA
gene-GRK5	423929	7150	NA
gene-MIR7472	102466832	71974	MI0024145
gene-RGS10	423930	7163	NA
gene-LOC101749495	101749495	68964	NA
gene-TIAL1	112529920	NA	NA
gene-BAG3	423931	7171	NA
gene-LOC101749597	101749597	69063	NA
gene-INPP5F	423932	7182	NA
gene-MCMBP	423933	7190	NA
gene-SEC23IP	423934	7197	NA
gene-LOC112532701	112532701	NA	NA
gene-PLPP4	428987	7201	NA
gene-WDR11	423935	7215	NA
gene-LOC107053720	107053720	76707	NA
gene-LOC107053719	107053719	76706	NA
gene-LOC107053718	107053718	76705	NA
gene-FGFR2	396259	49722	NA
gene-LOC107053717	107053717	76704	NA
gene-ATE1	423936	7230	NA
gene-NSMCE4A	423937	7232	NA
gene-LOC107053716	107053716	76703	NA
gene-TACC2	423939	7243	NA
gene-PLEKHA1	423940	7256	NA
gene-HTRA1	100857572	65456	NA
gene-LOC112532700	112532700	NA	NA
gene-LOC112529943	112529943	NA	NA
gene-LOC101750892	101750892	70330	NA
gene-LOC107053714	107053714	76701	NA
gene-LOC107053715	107053715	76702	NA
gene-LOC112532718	112532718	NA	NA
gene-LOC107049019	107049019	72058	NA
gene-LOC112532717	112532717	NA	NA
gene-CUZD1	423943	52088	NA
gene-C6H10ORF88	427084	52985	NA
gene-ADAM5P	423946	52090	NA
gene-PSTK	771778	7317	NA
gene-IKZF5	430882	1359	NA
gene-ACADSB	423947	52091	NA
gene-HMX3	429199	16346	NA
gene-HMX2	768405	54436	NA
gene-BUB3	423949	7362	NA
gene-LOC112532715	112532715	NA	NA
gene-LOC101751311	101751311	70736	NA
gene-LOC112532703	112532703	NA	NA
gene-LOC107053759	107053759	76746	NA
gene-GPR26	423950	7365	NA
gene-CPXM2	423951	7373	NA
gene-TRNAH-GUG-3	112532740	NA	NA
gene-CHST15	423952	52093	NA
gene-OAT	426430	52788	NA
gene-NKX1-2	100857765	66119	NA
gene-LHPP	426415	66502	NA
gene-LOC112532711	112532711	NA	NA
gene-FAM53B	768603	54595	NA
gene-LOC107053757	107053757	76744	NA
gene-LOC112532722	112532722	NA	NA
gene-METTL10	423955	66462	NA
gene-FAM175B	423954	7387	NA
gene-ZRANB1	423953	16332	NA
gene-CTBP2	423958	52095	NA
gene-MIR6560	102466174	71900	MI0022378
gene-TEX36	768745	17373	NA
gene-EDRF1	430674	10251	NA
gene-UROS	426223	10252	NA
gene-BCCIP	426225	4992	NA
gene-DHX32	768812	54771	NA
gene-ADAM12	425843	9663	NA
gene-MIR6694	102465408	71836	MI0022515
gene-C6H10ORF90	423959	52096	NA
gene-DOCK1	423960	7431	NA
gene-FAM196A	101748342	67829	NA
gene-NPS	100858023	66715	NA
gene-FOXI2	101748691	68173	NA
gene-CLRN3	423961	7435	NA
gene-PTPRE	423962	7462	NA
gene-MKI67	423963	16321	NA
gene-LOC112532712	112532712	NA	NA
gene-LOC107053754	107053754	76741	NA
gene-LOC101749149	101749149	68623	NA
gene-LOC101749231	101749231	68703	NA
gene-LOC101749271	101749271	68743	NA
gene-LOC107053753	107053753	76740	NA
gene-LOC107053746	107053746	76733	NA
gene-MGMT	423965	7954	NA
gene-LOC101749423	101749423	68894	NA
gene-EBF3	395175	7959	NA
gene-LOC107053752	107053752	76739	NA
gene-CAPZA1	396521	1070	NA
gene-LOC107053751	107053751	76738	NA
gene-LOC423967	423967	52097	NA
gene-LOC112532656	112532656	NA	NA
gene-GLRX3	423968	7961	NA
gene-LOC107053745	107053745	76732	NA
gene-TCERG1L	423969	7965	NA
gene-LOC101749754	101749754	69214	NA
gene-PPP2R2D	423970	7966	NA
gene-BNIP3	423971	7969	NA
gene-JAKMIP3	428991	7975	NA
gene-DPYSL4	374022	7977	NA
gene-STK32C	769291	14261	NA
gene-LOC101750475	101750475	69925	NA
gene-PWWP2B	423972	7978	NA
gene-INPP5A	423973	7979	NA
gene-NKX6-2	395591	7982	NA
gene-OPNVA	423974	52098	NA
gene-TCTN3	100857412	66033	NA
gene-ALDH18A1	423976	7994	NA
gene-LOC112532707	112532707	NA	NA
gene-LOC107050607	107050607	73621	NA
gene-LOC112531179	112531179	NA	NA
gene-LOC112531178	112531178	NA	NA
gene-LOC107053646	107053646	76637	NA
gene-LOC107051006	107051006	74017	NA
gene-LOC107049473	107049473	72491	NA
gene-LOC107053791	107053791	76778	NA
gene-NAB1	374126	49051	NA
gene-NEMP2	423977	52099	NA
gene-LOC107053794	107053794	76781	NA
gene-MFSD6	423978	52100	NA
gene-LOC107053795	107053795	76782	NA
gene-HIBCH	423979	1646	NA
gene-LOC107053792	107053792	76779	NA
gene-C2orf88	100857703	65331	NA
gene-MSTN	373964	16892	NA
gene-TRNAL-CAG-5	112532856	NA	NA
gene-PMS1	423980	1675	NA
gene-ORMDL1	423981	52101	NA
gene-OSGEPL1	423982	1701	NA
gene-ASNSD1	423983	1713	NA
gene-LOC112532753	112532753	NA	NA
gene-SLC40A1	423984	52102	NA
gene-LOC112532755	112532755	NA	NA
gene-LOC112532754	112532754	NA	NA
gene-COL5A2	423986	1798	NA
gene-WDR75	423985	1760	NA
gene-COL3A1	396340	49759	NA
gene-GULP1	423988	1860	NA
gene-TFPI	423989	1865	NA
gene-LOC112532757	112532757	NA	NA
gene-CALCRL	423990	1894	NA
gene-LOC101751439	101751439	70860	NA
gene-MIR1812	100316017	60876	MI0007557
gene-FAM171B	423991	1903	NA
gene-LOC112532756	112532756	NA	NA
gene-ITGAV	396420	1912	NA
gene-MIR1559	100315713	60573	MI0007284
gene-ZC3H15	423992	1923	NA
gene-LOC101747532	101747532	67031	NA
gene-LOC112532789	112532789	NA	NA
gene-ZNF804A	423994	52104	NA
gene-LOC107056600	107056600	79552	NA
gene-DUSP19	423999	1944	NA
gene-NCKAP1	424000	1985	NA
gene-LOC107053790	107053790	76777	NA
gene-FRZB	395545	1994	NA
gene-MAP2	424001	2012	NA
gene-LOC112532790	112532790	NA	NA
gene-UNC80	424003	56101	NA
gene-RPE	770045	2053	NA
gene-KANSL1L	424004	52107	NA
gene-LOC112532842	112532842	NA	NA
gene-ACADL	424005	2086	NA
gene-LOC112532777	112532777	NA	NA
gene-MYL1	396470	49821	NA
gene-LANCL1	424006	2110	NA
gene-CPS1	428994	53531	NA
gene-LOC107053789	107053789	76776	NA
gene-ERBB4	395671	49428	NA
gene-LOC424007	424007	52108	NA
gene-LOC112532825	112532825	NA	NA
gene-IKZF2	395309	2272	NA
gene-LOC107053787	107053787	76774	NA
gene-SPAG16	424009	2282	NA
gene-LOC107053785	107053785	76772	NA
gene-LOC107053786	107053786	76773	NA
gene-LOC112532776	112532776	NA	NA
gene-VWC2L	428995	53532	NA
gene-LOC107053784	107053784	76771	NA
gene-BARD1	424010	2541	NA
gene-TRNAL-CAG-6	112532851	NA	NA
gene-ABCA12	424011	52109	NA
gene-ATIC	396091	2606	NA
gene-FN1	396133	2613	NA
gene-LOC112532769	112532769	NA	NA
gene-LOC107053783	107053783	76770	NA
gene-LOC107053782	107053782	76769	NA
gene-MREG	424013	2748	NA
gene-MT	424014	66463	NA
gene-IFNL3L	101751261	70687	NA
gene-LOC112532770	112532770	NA	NA
gene-LOC112532795	112532795	NA	NA
gene-LOC107048987	107048987	72032	NA
gene-IFNL3A	770778	66653	NA
gene-UBE2F	424015	2790	NA
gene-RAMP1	424016	2798	NA
gene-RBM44	107049003	62336	NA
gene-LRRFIP1	428996	2830	NA
gene-RAB17	424017	2855	NA
gene-PRLH	424018	52111	NA
gene-MLPH	424019	2859	NA
gene-COL6A3	396548	2875	NA
gene-LOC107053780	107053780	76767	NA
gene-COPS8	424020	52112	NA
gene-TRNAP-AGG-8	112532857	NA	NA
gene-LOC101747364	101747364	66867	NA
gene-ACKR3	428997	14408	NA
gene-IQCA1	424021	2923	NA
gene-LOC107053777	107053777	76764	NA
gene-ASB18	424022	2933	NA
gene-GBX2	395950	10048	NA
gene-AGAP1	424024	52113	NA
gene-MIR1694	100315788	60648	MI0007429
gene-TRPM8	424025	52114	NA
gene-SPP2	396080	3030	NA
gene-ARL4C	424026	14401	NA
gene-LOC112532783	112532783	NA	NA
gene-SH3BP4	424027	3035	NA
gene-MIR6691-1	102465406	71834	MI0022512
gene-UGT1A1	424028	65861	NA
gene-LOC101750052	101750052	69508	NA
gene-LOC112532832	112532832	NA	NA
gene-LOC101749599	101749599	69065	NA
gene-USP40	100859211	63919	NA
gene-TRAF3IP1	424029	3107	NA
gene-ASB1	424030	3141	NA
gene-LOC112532818	112532818	NA	NA
gene-TWIST2	395405	49300	NA
gene-HDAC4	374207	49084	NA
gene-LOC107053773	107053773	76760	NA
gene-LOC107053772	107053772	76759	NA
gene-NDUFA10	424032	3165	NA
gene-AHR2	424033	52116	NA
gene-MIR1845	100315902	60762	MI0008206
gene-AHR1B	100859347	63790	NA
gene-LOC112532781	112532781	NA	NA
gene-COL18A1	373978	3190	NA
gene-SLC19A1	424034	3229	NA
gene-PCBP3	100858906	64206	NA
gene-LOC107053770	107053770	76757	NA
gene-COL6A1	396000	4468	NA
gene-COL6A2	396292	4597	NA
gene-FTCD	395726	4601	NA
gene-TRNAA-UGC	112532862	NA	NA
gene-TRNAS-CGA	112532858	NA	NA
gene-TRNAA-UGC-2	112532869	NA	NA
gene-TRNAS-CGA-2	112532859	NA	NA
gene-TRNAP-CGG-3	112532870	NA	NA
gene-TRNAP-UGG-3	112532860	NA	NA
gene-TRNAS-GCU-4	112532871	NA	NA
gene-TRNAS-UGA-2	112532861	NA	NA
gene-TRNAA-UGC-3	112532863	NA	NA
gene-TRNAS-UGA-3	112532864	NA	NA
gene-TRNAT-AGU-2	112532852	NA	NA
gene-TRNAS-GCU-5	112532865	NA	NA
gene-TRNAM-CAU-8	112532853	NA	NA
gene-TRNAM-CAU-9	112532866	NA	NA
gene-TRNAS-GCU-6	112532854	NA	NA
gene-MCM3AP	424036	3212	NA
gene-YBEY	107053767	76754	NA
gene-POFUT2	395112	49175	NA
gene-LOC107053766	107053766	76753	NA
gene-LSS	424037	4650	NA
gene-S100B	424038	4668	NA
gene-DIP2A	771400	66663	NA
gene-PCNT	424039	52117	NA
gene-C7H21orf58	424040	5647	NA
gene-KMO	424041	5661	NA
gene-ITGB2	396181	49690	NA
gene-FAM207A	424042	5670	NA
gene-ADARB1	374087	49038	NA
gene-LOC101747789	101747789	67282	NA
gene-GLS	424043	5698	NA
gene-STAT1	424044	52118	NA
gene-STAT4	768406	54437	NA
gene-MYO1B	424045	5829	NA
gene-LOC101748384	101748384	67871	NA
gene-TSSK6L2	101748426	67911	NA
gene-NABP1	424046	5845	NA
gene-LOC107053801	107053801	76788	NA
gene-SDPR	424047	5849	NA
gene-LOC112532830	112532830	NA	NA
gene-TMEFF2	768542	5866	NA
gene-LOC112532828	112532828	NA	NA
gene-LOC107053802	107053802	76789	NA
gene-LOC112532815	112532815	NA	NA
gene-LOC112532807	112532807	NA	NA
gene-SLC39A10	429005	5880	NA
gene-DNAH7	424048	5931	NA
gene-LOC768589	768589	66604	NA
gene-STK17B	424049	5992	NA
gene-HECW2	424050	6009	NA
gene-GTF3C3	424052	6020	NA
gene-PGAP1	424054	52120	NA
gene-ANKRD44	424055	6051	NA
gene-LOC112532792	112532792	NA	NA
gene-SF3B1	424056	6082	NA
gene-MIR1603	100315736	60596	MI0007330
gene-LOC112532814	112532814	NA	NA
gene-HSPE1	395948	49569	NA
gene-HSPD1	424059	6130	NA
gene-MOB4	429007	53535	NA
gene-RFTN2	424062	6153	NA
gene-BOLL	424061	6151	NA
gene-PLCL1	424060	6148	NA
gene-LOC112532788	112532788	NA	NA
